"ID","Age_Frac","DG_UG_RT_Diff_log","Session","Online","UG_Offer_Accept","it_P6","lr_P6","eg_P6","w_P6","st_P6","repst_P6","w_lo","w_hi","w_diff","Perc_Delay","Corr_r_Exp_Delay","Corr_int_Exp_Delay","Corr_r_Exp_Reward","Corr_int_Exp_Reward","School","Gender","T_Vocab","T_Matrix","Age_Frac_Imp","Corsi_WM_Span","AXCPT_t","CogFlex_t","SSRT","FlankerSwitch_t","FlankerInhib_t","Stroop_t","OneBack_WM_t","TwoBack_WM_t","Flank_Cong_Cost_t","Flank_Incon_Cost_t","SES_inv_z","DG_UG_Diff_z","DG_Coins_Given_z","UG_Coins_Given_z","DG_RT_log","UG_RT_log","UG_Decision_RT_log","TD_AvgRT_log"
73,10.75555556,0.839274576516102,0,0,0,0.967008794,0.777864243,0.588152819,0.540985926,0.663748211,-0.33007301,0.223151229,0.808454889,0.58530366,16.66666667,-1.17028571428571,2.42266666666667,0.3825,2.45,"St. Mary's","M",62,58,10.75555556,5,0.58493215,0.54084051,-0.15422332,-0.52233636,-0.44627723,0.61054742,0.92261904,0.57142854,-1.26827622670258,-0.440302436413358,1.04053917785021,-0.667504621650672,0.804724641404971,0.325562257348941,-0.213362539189817,-0.51273807965587,-1.41609585235668,-6.22905873876398
73,10.88888889,1.41980190077333,1,0,0,1.117338391,0.726277147,0.471347301,0.920886922,0.245325784,-0.223245894,0.903827191,0.788806036,-0.115021155,11.11111111,-0.241142857142857,3.84733333333333,-0.7455,1.925,"St. Mary's","M",61,66,10.88888889,6,0.8531841,0.012926102,-0.6588558,0.48070785,-0.89313412,-0.42216659,0.92261904,0.73809528,-0.327865331072289,2.28028940324566,1.04053917785021,-0.667504621650672,0.804724641404971,0.325562257348941,-0.253608092376695,-0.425547807945074,-1.05848449757733,-6.13025983894876
77,6.241666667,0.383843408386735,0,0,1,0.540027796,0.491818486,0.538394151,0.427598798,0.318536941,0.177205186,0.461923526,0.462535065,0.000611539,55.55555556,-0.164857142857143,3.43866666666667,-0.587,6.555,"Streatham & Clapham Prep","F",49,63,6.241666667,4,0.2960518,0.43821645,-1.3410834,1.0664139,-0.15732303,-0.51869375,0.88095242,0.059523813,1.99528177090907,1.99158606105358,-1.80778499189033,-0.667504621650672,0.804724641404971,0.325562257348941,-1.31970930271946,-1.48694738543159,-2.68102152871429,-7.8750136965991
77,NA,NA,1,0,0,1.978282587,0.474456609,0.552673259,0.392915479,-1.026543711,-0.384510538,0.485634273,0.508038791,0.0229256,22.22222222,1.13057142857143,-0.793333333333333,0,-4.25,"Streatham & Clapham Prep","F",66,69,7.913888889,5,-0.077994488,0.82627386,-0.99858534,0.15022206,-0.14834014,-0.005964458,0.70238096,0.88095242,-0.366999329798177,-0.0135530258511145,-1.80778499189033,-0.667504621650672,0.804724641404971,0.325562257348941,-0.902597404742153,-1.15301028238504,-2.1797392629952,-7.64455338996722
79,10.51111111,1.57056066691292,0,0,0,2.066741552,0.901643563,0.451052133,0.921023156,0.113763938,-0.015250237,0.879383896,0.881859218,0.002475321,5.555555556,-0.928,1.80133333333333,0.6685,-0.805000000000001,"Streatham & Clapham Prep","F",54,65,10.51111111,7,-0.060590871,0.24925506,1.5275114,-0.80417717,0.3491953,-0.12563345,0.92261904,0.55952382,-1.47605351157034,-1.70815772106222,0.633635725030131,-0.667504621650672,-0.0070589880824997,-1.69292373821449,-0.698880712407706,-0.797249762300556,-2.02998865796031,-7.36978603290762
79,10.79444444,0.52481186517735,1,0,0,0.47351806,0.489295198,0.520340497,0.466190176,1.216964757,0.132011136,0.512267589,0.453988225,-0.058279364,11.11111111,0.116,-1.036,-0.2765,-1.26,"Streatham & Clapham Prep","F",58,69,10.79444444,6,0.25124314,-0.80301034,1.128965,-0.68682617,0.85756409,-0.23242286,0.88690472,0.40476188,0.0273509650550008,-0.974938013362034,0.633635725030131,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.698797851903032,-0.956664626012428,-2.23141127353952,-7.2022474430314
83,7.075,NA,0,0,0,0.719446088,0.384412491,0.435186058,0.499221471,0.82302044,-0.213051471,0.423759719,0.591537273,0.167777554,0,-1.62371428571429,6.88703703713333,0.7255,-4.25,"Streatham & Clapham Prep","F",48,56,7.075,4,-0.47430116,0.89458978,1.3276044,0.87136102,-1.3059661,0.2959435,0.77380955,0.25,4.05103638371556,5.73230272998606,0.226732272210054,1.78293997625114,-1.63062624705744,0.325562257348941,-1.77370326604513,-2.03455624360629,-3.22878655097672,-7.44294825932655
83,7.363888889,NA,1,0,0,0.607727283,0.829314288,0.58683729,0.733444415,1.097577569,0.159999059,0.661506607,0.622232881,-0.039273725,0,-2.28571428571429,9.66666666666667,0,-5,"Streatham & Clapham Prep","F",38,39,7.363888889,4,-0.056257058,-0.75453854,2.3271391,1.1716144,-1.1560559,0.76091468,0.80952382,0.13095239,-0.925477449401778,2.43195296132381,0.226732272210054,0.149310244316598,-0.0070589880824997,0.325562257348941,-1.64377492490297,-1.15301028238504,-1.79409008456634,-6.77929039492836
84,10.64722222,1.00343198638841,0,0,0,1.08197406,0.911853289,0.403451766,0.287378094,0.640399815,-0.594329882,0.765698571,0.253914589,-0.511783982,5.555555556,-0.926285714285714,1.75533333333333,0.939,-3.235,"Streatham & Clapham Prep","F",57,69,10.64722222,5,0.59005731,0.82627386,-0.16261092,0.7881071,0.66747224,-0.94102395,0.69047618,0.39285713,0.449988954465856,-0.680902828351654,0.226732272210054,0.966125110283867,-0.81884261756997,0.325562257348941,-0.252831795274901,-0.503369322916824,-1.620180008966,-6.73141579382597
84,NA,NA,1,0,0,0.385800987,0.566140713,0.607306998,0.548937803,0.108238311,0.396508511,0.573206039,0.426321926,-0.146099904,50,-0.658,5.908,0.7877604166,-5,"Streatham & Clapham Prep","F",49,40,8.363888889,4,0.021285813,0.49552763,0.32806972,0.28808707,0.85756409,0.94613451,0.88690472,0.54761904,1.26445526458967,-0.320941088648212,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-1.31430593609984,-1.34558396740328,-1.82374251508111,-6.13025983894876
86,9.552777778,NA,0,0,0,1.451193234,0.816415701,0.512393249,0.924645826,0.080024653,-0.04231131,0.863451327,0.878017242,0.014565914,44.44444444,-0.554,2.20733333333333,0,0,"Streatham & Clapham Prep","F",64,71,9.552777778,6,-0.33169371,-0.53647733,-0.4170379,1.4944801,-0.23871534,-0.41900271,0.80952382,0.45238096,-0.704107216415497,-0.320941088648212,0.633635725030131,-0.667504621650672,0.804724641404971,0.325562257348941,-1.13606862571206,-0.83371625059818,-1.36276981607293,-7.73892375743946
86,9.844444444,NA,1,0,0,1.157147908,0.689776181,0.519679824,0.713453405,-0.094823212,0.236313465,0.657403454,0.611443215,-0.045960238,50,0.152,0.588,-0.2205,0.91,"Streatham & Clapham Prep","F",78,72,9.844444444,5,-0.38537291,-0.97204232,1.0818138,-0.50150329,0.38855964,-0.2583504,0.92261904,0.60714287,-0.0249531293959454,0.200540527801456,0.633635725030131,-0.667504621650672,0.804724641404971,0.325562257348941,-1.08856195281461,-0.81334000855527,-1.0681530811834,-7.93086546163054
89,9.669444444,0.609375171996746,0,0,1,0.723155211,0.749703874,0.563705239,0.616564577,0.299205102,-0.112413275,0.453007893,0.69572898,0.242721087,61.11111111,-0.578,1.12466666666667,0.895,-2.045,"Streatham & Clapham Prep","F",50,55,9.669444444,6,-0.077994488,0.23143406,-1.543786,-0.71073586,0.84097308,-0.005964458,0.95833331,0.63095242,-0.586507617454969,-1.33550530245009,1.04053917785021,-0.667504621650672,0.804724641404971,0.325562257348941,-1.07880632814637,-1.24842705140673,-2.05694027633332,-7.2994219206114
89,NA,NA,1,0,0,0.880334336,0.566140713,0.49539716,0.404604354,0.247020863,-0.244025051,0.468902956,0.458367723,-0.014048961,5.555555556,-0.54,0.588,-0.518,0.91,"Streatham & Clapham Prep","F",62,58,9.961111111,6,0.93840414,0.39276016,2.0181921,-0.81456506,0.83921194,0.76091468,0.95833331,0.55952382,0.738027724036621,0.200540527801456,1.04053917785021,-0.667504621650672,0.804724641404971,0.325562257348941,-0.213362539189817,-0.716165919346356,-1.0681530811834,-6.08610605430969
91,9.636111111,1.03940042809376,0,0,0,0.728943196,0.455091129,0.49539716,0.592378092,-0.01359312,-0.751249581,0.521243394,0.573373554,0.05213016,11.11111111,-1.16628571428571,1.77866666666667,0,5,"Streatham & Clapham Prep","F",78,56,9.636111111,5,-0.079258449,-0.4433766,-0.65329158,0.90054971,-1.2685349,-0.24617183,0.91666669,0.34523809,-0.229786167530529,1.07420479891609,0.226732272210054,0.966125110283867,-0.81884261756997,0.325562257348941,-0.477061993406313,-0.675492245321225,-1.91589267020916,-7.15065532005762
91,9.897222222,-0.599843319900678,1,0,0,0.574662394,0.519444711,0.490012114,0.523509158,-0.156940954,-0.730107164,0.477482037,0.544447904,0.066965867,0,-2.28571428571429,9.66666666666667,0,-5,"Streatham & Clapham Prep","F",73,68,9.897222222,6,0.16397434,0.39276016,0.18069966,0.24682632,0.23341702,0.13809741,0.92261904,0.41666666,0.648801377411842,0.318265261535996,0.226732272210054,1.78293997625114,-1.63062624705744,0.325562257348941,-0.308342175392972,-1.15782414829996,-2.12429539731346,-6.6395853050912
97,7.916666667,-0.855802410393407,0,0,0,0.470356112,0.50157796,0.56628316,0.474920933,0.343642869,-0.128821383,0.474877418,0.504138371,0.029260954,50,-0.406,3.99933333333333,0.7255,-0.995000000000001,"SIAL","F",46,55,7.916666667,4,-0.44542325,-0.47829735,-0.089917488,-0.70460188,0.18831865,0.65975231,0.84523809,0.76190472,1.09150473799845,0.604492824247514,0.633635725030131,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.1588538883822,-1.26000200929946,-2.39962105550564,-7.55958844608369
97,8.144444444,-0.138290881765437,1,0,0,0.505055685,0.637008336,0.567338542,0.548937803,-0.072659475,-0.680714786,0.638436061,0.420911264,-0.217524797,55.55555556,0.0908571428571428,3.52533333333333,-0.567,4.655,"SIAL","F",50,66,8.144444444,6,0.2885915,-0.66742039,-1.3399304,0.66706955,0.29655939,0.17362589,0.91666669,0.28571427,1.20631869917477,1.07420479891609,0.633635725030131,1.78293997625114,-1.63062624705744,0.325562257348941,-0.590468251233498,-1.0828699784965,-1.20776560256463,-7.64455338996722
98,10.45555556,0.805143419567923,0,0,1,0.392436493,0.60355177,0.543151216,0.652141652,0.663641052,-0.665322368,0.549945241,0.572335132,0.028153862,33.33333333,-1.54828571428571,6.72066666666667,1.2625,-4.25,"SIAL","M",59,59,10.45555556,6,-0.066950753,0.040492609,0.29172301,-0.26975316,-0.82162315,1.331108,0.81547618,0.34523809,-0.934132083735387,0.318265261535996,0.633635725030131,-0.667504621650672,0.804724641404971,0.325562257348941,-0.178006705363701,-0.495828005418318,-1.67709656090792,-7.29381101601876
98,10.68333333,-0.349650329303883,1,0,1,0.539458867,0.766521058,0.659004693,0.626593555,-0.431824982,-1.244168434,0.43397935,0.689434223,0.255454873,50,1.03685714285714,-2.59733333333334,-0.883,2.605,"SIAL","M",51,65,10.68333333,6,0.75773346,-0.47829735,-0.42047969,-0.57274747,0.80545843,-0.22997162,0.67261899,0.34523809,-0.113436937480877,-1.30717741724978,0.633635725030131,-1.48431948761794,0.804724641404971,-1.69292373821449,-0.352767319107715,-1.04435721921843,-2.47274971951737,-6.7296913124541
99,9.586111111,-0.365089442440589,0,0,0,0.252372641,0.573857399,0.441909287,0.652141652,1.094036113,-0.515359149,0.514775483,0.632727772,0.11795229,0,-0.266,1.19933333333333,0.0910000000000001,3.675,"The Vineyard","F",45,56,9.586111111,6,0.72370988,0.1619264,-0.8895452,0.60843778,0.015343774,-0.59535342,0.84523809,0.59523809,-1.83202238459621,-1.59142628564472,1.04053917785021,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.3389691168198,-1.04526174169212,-2.20165917440409,-6.61369999952216
99,9.822222222,-0.856075550075715,1,0,1,1.981686852,0.756944918,0.507966805,0.903537612,0.314598067,-0.006789981,0.883637935,0.744715999,-0.138921936,5.555555556,-0.627142857142857,5.35,-0.3535,0.385000000000001,"The Vineyard","F",58,60,9.822222222,6,0.93840414,-0.038641423,0.22654119,0.81432635,-0.97459352,-1.3856318,0.88690472,0.55952382,-1.23008294909991,0.754784304929573,1.04053917785021,-0.667504621650672,0.804724641404971,0.325562257348941,-1.22632120808749,-1.75138380373401,-3.37659726479392,-7.09335576753236
101,7.347222222,-1.28821547107229,0,0,1,0.518829382,0.736842707,0.606718652,0.446859978,-0.134357179,-0.714403104,0.551775555,0.405675652,-0.146099904,44.44444444,-0.412,-0.284666666666666,-0.47,4.685,"The Vineyard","F",68,75,7.347222222,7,-0.074951552,0.26292372,-2.0218849,0.063058861,0.5248124,-0.15260291,0.91666669,0.75,-0.366999329798177,-1.0962670745968,0.633635725030131,1.78293997625114,-1.63062624705744,0.325562257348941,-0.753693367771055,-1.74939859279869,-3.07334125288097,-7.69000655273121
101,7.536111111,NA,1,0,0,0.79707225,0.662880168,0.466894795,0.696719796,0.570020489,-0.089680394,0.661669691,0.55800494,-0.103664752,44.44444444,1.13057142857143,-2.29533333333333,-0.665,4.585,"The Vineyard","F",79,75,7.536111111,6,-0.37211457,1.2331991,-0.39690408,-1.1241901,0.32012576,0.16867989,0.84523809,0.76190472,0.212683064687765,0.374914376006595,0.633635725030131,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.733008713824922,-0.596400255080673,-1.52453340534366,-7.35040912243068
108,8.702777778,0.124322226889715,0,0,0,0.507626373,0.308186558,0.505337876,0.308856803,-0.179852789,-0.644656055,0.428613446,0.367008462,-0.061604984,33.33333333,-0.98,3.80333333333333,1.24,-4.915,"The Vineyard","M",58,59,8.702777778,5,-0.42089748,-0.12299224,0.82154614,-0.68682617,0.56769645,0.080196381,0.95833331,0.88690472,-0.649215666763715,-1.38035039327224,0.226732272210054,0.149310244316598,-0.0070589880824997,0.325562257348941,0.0178245852518801,-0.623490823479384,-1.84197718538867,-6.89734837330254
108,8.913888889,0.557950509281919,1,0,0,0.716880428,0.826045665,0.681504259,0.760513683,-0.264912978,-0.534219718,0.418106235,0.821265776,0.403159542,5.555555556,-0.656,6.20266666666667,-0.63,2.275,"The Vineyard","M",80,69,8.913888889,5,0.012829633,-0.73067379,-1.0334469,0.86991501,-0.19627851,-0.69498974,0.92261904,0.59523809,0.16695397974062,0.368332410724507,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-0.437179083382407,-0.751752959295135,-2.09985672642243,-7.16123403009242
110,8.186111111,-0.788944254993658,0,0,1,1.123091673,0.643875613,0.458343557,0.760513683,0.108238311,-0.390988596,0.550006849,0.68907852,0.147783148,61.11111111,1.52485714285714,-5,0,4.585,"The Vineyard","F",61,48,8.186111111,5,0.76533514,-0.19977622,1.3821244,-0.49250063,0.42653626,-0.37148768,0.92261904,0.66666669,-0.689732735923232,-1.26531222137877,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-0.850791749641459,-1.51349324576555,-3.02217944356884,-7.36830257268893
110,8.422222222,NA,1,0,0,0.84475012,0.629329862,0.58035459,0.647322804,-0.386111233,-0.424662009,0.536043371,0.625956749,0.089913379,16.66666667,0.166,3.64066666666667,-1.338,7.47,"The Vineyard","F",70,70,8.422222222,6,0.73858976,0.34730393,-1.1015543,-0.49393806,-0.16548114,0.58233118,0.88690472,0.42857143,-0.825737728368534,0.374914376006595,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-1.15541261360558,-0.755182571479398,-2.10559649915669,-6.08610605430969
111,8.066666667,0.357729921660658,0,0,0,0.476696346,0.345310122,0.428629727,0.382720405,-0.29193607,0.461807028,0.446241165,0.431408388,-0.014832777,33.33333333,-1.42628571428571,4.06533333333333,0.7885,-1.135,"The Vineyard","M",60,56,8.066666667,5,0.31115615,-0.41773841,0.32806972,0.13163832,-0.37857595,-0.22997162,0.92261904,0.5,-1.77181623271023,-0.906840429150898,-0.587074633430099,-0.667504621650672,0.804724641404971,0.325562257348941,-0.403574433241657,-0.786832664442146,-2.05322589486142,-7.06437908895752
111,NA,NA,1,0,0,0.433230554,0.331282149,0.49539716,0.324101852,0.184067594,1.064614768,0.303066311,0.443931417,0.159273696,5.555555556,-0.680285714285714,-0.4804255184,-0.714,0.895,"The Vineyard","M",41,55,7.305555556,4,0.50633693,-0.2653816,0.45528322,0.33862844,0.3491953,0.51573896,0.75,0.059523813,-0.0249531293959454,-0.965298363301635,-0.587074633430099,1.78293997625114,-1.63062624705744,0.325562257348941,-1.30200654468796,-1.26000200929946,-2.1996660389862,-6.13025983894876
115,8.363888889,NA,0,0,1,0.592337705,0.474456609,0.552673259,0.45697829,0.235097398,-0.730320607,0.389106426,0.566873621,0.177767195,0,-0.48,3.12666666666667,0.5275,1.175,"The Vineyard","F",66,54,8.363888889,6,-0.41136652,0.30232298,-0.99858534,0.52173001,-0.11304215,-0.072279714,0.95833331,0.10714285,2.15458566809643,2.28028940324566,0.633635725030131,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.58407608531971,-0.449618689763719,-1.57856624876701,-7.23875035832507
115,NA,NA,1,0,0,0.84475012,0.901643563,0.659004693,0.647322804,-0.344481723,-0.244025051,0.663460325,0.568811479,-0.081542044,5.555555556,-2.00085714285714,5.97466666666667,0.744,-6.540625,"The Vineyard","F",50,23,10.975,5,0.60055232,-0.33051187,2.6103024,-0.89030004,0.50087798,-0.40773308,0.88690472,0.33333334,-1.26827622670258,-1.38035039327224,0.633635725030131,-0.667504621650672,0.804724641404971,0.325562257348941,-0.118967518768098,-0.764337635789945,-1.20776560256463,-5.99776816698396
119,9.155555556,1.04358312473938,0,0,1,0.376931205,0.720166994,0.633268674,0.593505816,-0.224389402,-0.736602964,0.663460325,0.426321926,-0.237138398,16.66666667,-0.822857142857143,0.233333333333333,0,5,"Churchfields","F",62,57,9.155555556,5,0.29415512,-0.39217487,0.1575198,0.012189478,0.65594721,-0.9413808,0.85119045,0.60714287,1.60318920675161,0.517949333661361,1.04053917785021,1.78293997625114,-1.63062624705744,0.325562257348941,-1.1986587096027,-1.29960760679826,-2.64667112809237,-7.27432554691465
119,9.416666667,0.553799402199733,1,0,1,0.431790361,0.59644936,0.569569218,0.603974761,-0.032341228,-0.368408481,0.570621919,0.536260025,-0.034361893,0,-1.62371428571429,7.18133333333333,0,-5,"Churchfields","F",66,58,9.416666667,5,-0.0036228132,-0.096424401,1.8100396,0.061188683,0.57536829,0.76091468,0.92261904,0.55952382,-0.925477449401778,-1.0962670745968,1.04053917785021,1.78293997625114,-0.81884261756997,2.34404825291238,-0.610670958916702,-0.882290653000001,-2.1996660389862,-7.07693530707146
124,9.172222222,2.03729471377901,0,0,0,0.52622768,0.762490954,0.543151216,0.556658804,-0.325559191,-1.896059878,0.350493007,0.707436577,0.35694357,38.88888889,-1.94714285714286,7.61333333333334,0.6835,0.209999999999999,"Churchfields","M",61,44,9.172222222,6,0.60055232,-0.0034868717,2.0181921,0.25577337,-0.075894862,-0.1257119,0.95833331,0.79761904,-0.113436937480877,0.016487006037692,0.226732272210054,-3.93476408551975,3.24007552986738,-1.69292373821449,-0.632512141845505,-0.699484202157781,-1.41682356615471,-7.48246295839687
124,9.444444444,NA,1,0,0,0.553741721,0.492267581,0.476072024,0.592378092,-0.635204152,-0.870120626,0.521243394,0.552532853,0.026256068,33.33333333,-0.844790426571429,2.954,0.0010416667,-1.135,"Churchfields","M",40,23,9.444444444,4,0.29415512,-0.76251578,0.45528322,-0.2223818,-0.11304215,0.13809741,0.92261904,0.76190472,0.924666794883163,1.12257693280219,0.226732272210054,0.149310244316598,-0.0070589880824997,0.325562257348941,-0.846440349830095,-0.503369322916824,-1.00576573830176,-7.55958844608369
127,7.469444444,0.158911996426582,0,0,0,0.35429995,0.745751465,0.580766766,0.676360187,0.523231872,-0.580871112,0.572658443,0.578890567,0.006232124,66.66666667,0,5,0.6815,0.159999999999999,"Churchfields","M",66,72,7.469444444,6,0.2795296,0.11128208,1.5820314,1.0935236,0.31030294,0.97066408,0.73809528,0.71428573,1.39975103882594,0.353674018346199,0.226732272210054,0.149310244316598,-0.81884261756997,-1.69292373821449,-0.82789658111156,-1.14472312982982,-2.0370558251834,-6.48346706366432
127,7.727777778,NA,1,0,0,0.613016679,0.345310122,0.419465985,0.334031275,-0.82744378,-0.528041252,0.468902956,0.367922359,-0.115021155,0,-0.115714285714286,4.9609375,0,-3.06,"Churchfields","M",80,66,7.727777778,5,-0.38619655,0.86804646,-0.25347769,0.86991501,0.56769645,-0.23242286,0.58333331,0.059523813,0.212683064687765,-1.60688240736697,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-1.44302907410019,-0.683818085055133,-1.29907387135862,-7.29979736675816
134,9.530555556,-0.841218192028398,0,0,0,0.677406786,0.114613797,0.486582838,0.352248443,0.055019412,-1.031643917,0.468902956,0.369657371,-0.099245585,38.88888889,-0.486285714285714,5.032,0.6275,0.0199999999999986,"Ray Lodge","F",63,53,9.530555556,5,-0.86407864,1.0476505,0.22741719,-0.89030004,0.50087798,-0.36165273,0.92261904,0.76190472,-0.818235241354873,-1.28880139838441,-1.80778499189033,0.149310244316598,-0.0070589880824997,0.325562257348941,0.0740054129515581,-1.17799543826565,-2.83244834563717,-6.66540059210102
134,9.961111111,NA,1,1,1,2.066741552,0.58018684,0.65799993,0.499221471,0.661159401,-0.595405667,0.482657955,0.45449144,-0.027786148,38.88888889,-1.52724867722857,6.88703703713333,0.60648148145,0.138888888999999,"Ray Lodge","F",79,55,9.961111111,5,-0.92907101,-0.65212369,0.31067395,-0.85713786,-0.10443524,0.2959435,0.80952382,0.059523813,-1.77181623271023,0.517949333661361,-1.80778499189033,-1.48431948761794,1.61650827089244,0.325562257348941,-1.5295285292058,-0.300633553266636,-1.67747032282593,0.0104663466164048
136,8.494444444,2.16842889435146,0,0,0,0.376458229,0.549858174,0.486551587,0.725728851,0.135459077,-0.665322368,0.614778189,0.650009607,0.035231418,38.88888889,-0.658,2.78133333333333,1.084,-2.885,"Ray Lodge","F",41,40,8.494444444,6,-0.063923739,-0.037965398,-1.8709065,0.02079621,0.28189084,0.51573896,0.91666669,0.63095242,-0.706543632777644,-0.974938013362034,-3.02849535035056,-0.667504621650672,0.804724641404971,0.325562257348941,-0.154007812479348,-0.247529496789467,-0.992881334035868,-7.17348992578628
136,NA,NA,1,1,1,2.066741552,0.248354696,0.547513214,0.392915479,0.113763938,-0.065990304,0.423759719,0.490288485,0.066965867,100,-1.16628571428571,6.72066666666667,-0.3195,7.47,"Ray Lodge","F",68,56,10.30277778,6,-0.42315689,-0.80301034,-2.0218849,-0.76545191,-0.35704857,1.2434549,0.95833331,0.11904763,1.99528177090907,2.28028940324566,-3.02849535035056,0.966125110283867,-1.63062624705744,-1.69292373821449,-1.79965901879806,-0.300633553266636,-1.36276981607293,-0.658038003446377
139,8.563888889,NA,0,0,1,0.499559362,0.300467659,0.424497244,0.371076847,-0.306938772,0.481363303,0.507429523,0.359918841,-0.147510682,5.555555556,-0.134285714285714,-4.37333333333333,0.477,0.859999999999999,"Merton Court","M",42,23,8.563888889,6,0.13998108,0.19693238,-0.3806912,-0.043009877,-0.67123616,0.35897309,0.84523809,0.28571427,0.629036195465527,1.13113809779174,-1.40088153907025,-0.667504621650672,-0.0070589880824997,-1.69292373821449,-2.16190439539753,-1.62994057484459,-2.70918289269814,-7.2540530359806
139,NA,NA,1,1,1,1.978282587,0.710363897,0.681504259,0.440348478,0.184067594,-0.281852209,0.497448844,0.462535065,-0.043507482,33.33333333,-0.54,0.233333333333333,0,4.973958333,"Merton Court","M",72,65,8.2,6,0.29415512,-0.19977622,-1.1015543,-0.67934048,0.17715196,1.3293092,0.67261899,0.11904763,-1.7070946194328,0.200540527801456,-1.40088153907025,-1.48431948761794,0.804724641404971,-1.69292373821449,-1.60867095179497,-0.247529496789467,-1.29907387135862,0.0104663466164048
141,10.36388889,NA,0,0,0,0.599659648,0.668816036,0.522004466,0.507235775,0.141529212,0.837066661,0.434245292,0.58202844,0.147783148,61.11111111,-1.14114285714286,6.664,0.6875,0.0849999999999995,"Parkhill","M",48,31,10.36388889,5,0.8531841,1.134486,-0.23530434,0.57892567,-0.067326337,1.3293092,0.84523809,0.72619045,1.73035187340778,1.07622741010074,0.226732272210054,0.149310244316598,-0.0070589880824997,0.325562257348941,-1.30950330544542,-0.644257011615202,-1.83768840111645,-6.88032698333082
141,10.825,NA,1,1,0,1.451193234,0.474456609,0.575891066,0.713453405,0.82302044,-1.577671541,0.663460325,0.515106219,-0.142475124,61.11111111,-0.0098772049999998,4.96420521233333,0.73880267145,-0.476229986000001,"Parkhill","M",72,54,10.825,6,-0.38356438,-1.236575,-0.21237344,-0.67934048,0.26640531,0.61054742,0.88690472,-0.023809522,-0.706543632777644,1.12257693280219,0.226732272210054,-0.667504621650672,0.804724641404971,0.325562257348941,-1.61422244826625,-0.247529496789467,-0.68526872688617,-0.448699625673032
143,7.916666667,0.860495680740925,0,0,0,0.357248228,0.707286954,0.590909412,0.577923435,0.096110275,-1.385080612,0.550006849,0.529544371,-0.020462477,22.22222222,4.41764808571231e-19,-3.33333333333333,0,5,"Parkhill","F",52,37,7.916666667,5,0.59696555,0.057078853,0.4343141,0.58080202,0.46873602,-0.017968953,0.85119045,0.66666669,0.648801377411842,-0.406218077359218,-0.180171180610023,-1.48431948761794,0.804724641404971,-1.69292373821449,-0.636224032983895,-0.838236521894633,-1.86361490632848,-6.63521721419124
143,NA,NA,1,1,0,1.639477776,0.277862449,0.575891066,0.512840682,0.799844026,-1.209576967,0.495339024,0.448296774,-0.039273725,5.555555556,-0.627142857142857,1.80133333333333,0,5,"Parkhill","F",68,64,9.416666667,6,0.73062432,-0.19977622,1.9803083,-1.0781063,0.22680688,1.3756016,0.91666669,0.083333336,-1.83202238459621,0.754784304929573,-0.180171180610023,-0.667504621650672,0.804724641404971,0.325562257348941,-1.99198574776982,0.187707463183747,-0.758689104370638,-0.0200425063660322
150,11.21666667,5.69666496433415,0,0,1,0.392436493,0.532890773,0.491225711,0.559739515,-0.414385703,-1.634051659,0.482657955,0.566947666,0.084289711,16.66666667,-0.988,5.02133333333333,0.337,2.085,"Churchfields","M",58,51,11.21666667,6,-0.32892811,-0.42123914,0.019122656,-0.68240488,-0.37884387,-0.077323318,0.95833331,0.64285713,-1.7070946194328,-0.82573551029661,1.04053917785021,0.149310244316598,-0.81884261756997,-1.69292373821449,-0.809373449528078,-0.810866722200626,-2.1797392629952,-7.45328918788684
150,11.7,NA,1,1,1,2.066741552,0.345310122,0.567338542,0.547193473,0.247764765,-0.887064058,0.428613446,0.529544371,0.089913379,11.11111111,-1.29342176177143,4.3905182142,0.60665653225,0.9014175415,"Churchfields","M",62,32,11.7,6,1.089919,-0.12697195,0.49538645,-0.67934048,-0.10443524,0.51573896,0.92261904,-0.023809522,-0.899701690625592,1.99158606105358,1.04053917785021,1.78293997625114,-1.63062624705744,0.325562257348941,-2.62685099160483,0.187707463183747,-0.679484266590762,-0.704855865592022
152,11.35,0.511659304514568,0,0,0,1.022055175,0.828208067,0.544712913,0.810838399,-0.136748406,-0.217851013,0.464890058,0.865805364,0.400915306,50,-0.306,2.45933333333333,0.68,-5.35,"Parkhill","M",49,48,11.35,7,0.29723218,-0.56119049,2.3271391,0.50088185,0.18202668,-0.23087282,0.95833331,0.58333331,-1.14127887506809,-1.30717741724978,1.04053917785021,-1.48431948761794,0.804724641404971,-1.69292373821449,-0.104810364352345,-0.536493370514569,-1.3840418260666,-7.85064466491692
