ID,Session,Online,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Online_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,F,2,2,,,46,6,12,4,30.76923077,2,Control,2.014469468,1.5,1.5,1.5,,,,,,,,9.0527782,,,,,,,,,,,,,,
57,0,0,6,4,2,1.267333333,WindowsLaptop,7,No,0,2,4,4.769,2.083285714,,0,0.815952381,,,,,,,,,,,,,,,,3,16.66666667,1249.944444,880.4025464,1249.944444,2587.333333,6,2.22,4,0.935,4,9.5025,2,2.9005,-1.525714286,2.56,0.779390735,0.2985,3.01,0.6,William Hogarth,M,2,0,8.908333333,"8,10",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,23,50,20,62,112,110,77,8.9083338,6,-1.0761955,290.97644,-0.25552842,-0.68544436,-0.22465432,-0.55836225,0.90848398,0.92261904,0.77380955,,,,
57,1,0,6,4,2,2.5245,WindowsLaptop,7,No,0,3,3,4.541,1.660857143,,1,-0.863642857,,,,,,,,,,,,,,,,6,33.33333333,1096.722222,1027.501527,895,2026.5,6,8.865,5,4.52,4,4.825,4,1.458,0.635142857,1.642,0.730706667,-1.148,5.565,0.99596371,William Hogarth,M,2,0,9.186111111,"9,2",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,29,58,20,59,117,115,86,8.9083338,7,0.47987944,275.94739,0.32420054,0.92988175,0.62740052,-0.10645922,0.31687859,0.95833331,0.77976191,,,,
57,2,1,,5,1,4.97399,MacIntel,,No,0,,,1.3056,,1,,,1.3056,,,,,,,,,,,,,,,8,44.44444444,1.911913889,0.968686335,1.911913889,2.31912125,6,5.291171604,6,2.674723307,4,7.200215658,4,2.135195414,-2.099859328,7.640679253,0.984714075,0.834635417,-1.972961426,0.98040828,William Hogarth,M,2,0,10.17777778,"10,2",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,,,19,55,,,,8.9083338,6,-0.4165059,-5.7561646,-0.67993855,-1.0330896,,,,,,,,,
58,0,0,6,5,1,6.506166667,WindowsLaptop,7,Yes,1,3,3,8.538,3.214714286,,2,-3.291452381,,,,,,,,,,,,,,,,3,16.66666667,3356.944444,1741.285174,3356.944444,4402.666667,6,6.528333333,6,3.2875,4,9.18,3,2.768,-1.082,5.315333333,0.825201239,0.356,2.4,0.890500281,St. Mary's,M,2,0,7.652777778,"7,7",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,29,70,16,59,129,125,96,7.6527777,5,0.20894533,299.24451,-0.31837368,-0.13185602,0.48477104,-0.19124526,,0.74404758,0.26190478,,,,
58,1,0,12,3,3,2.182833333,WindowsLaptop,,,,,,,,,,,,,,,,,,,,,,,,,,5,27.77777778,1747.111111,901.1736066,1747.111111,2745.6,6,8.701666667,4,4.4935,4,1.485,3,0.344,-0.450571429,5.278666667,0.302514518,-0.797,0.47,0.744558599,St. Mary's,M,2,0,7.9,"7,10",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,30,75,19,68,143,137,99,7.6527777,5,-0.001179381,341.85779,0.44784284,-1.5992627,0.19831496,0.21658006,-0.32156095,0.71428573,0.38095236,,,,
58,2,1,,4,2,4.943315,MacIntel,,Yes,1,,,4.677365,,1,,,4.677365,,,,,,,,,,,,,,,18,100,1.876262778,2.293311464,1.411691471,1.876262778,6,8.927155671,6,4.509205006,4,9.818549262,4,2.951925998,-0.534800761,5.798958333,0.862761982,0.062422237,4.506438079,0.782406979,St. Mary's,M,2,0,8.927777778,"8,11",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,,,14,52,,,,7.6527777,6,0.77166086,-149.02954,-0.70491683,,,,,,,,,,
59,0,0,6,3,3,3.676666667,WindowsLaptop,7,No,0,3,3,13.086,5.251285714,,0,1.574619048,,1.619252649,0.39942972,0.516905425,0.485192035,0.084069288,2.621177359,1.619571616,0.401351612,0.51727543,0.506834737,0.479048589,0.084346592,2.620713373,-0.027786148,18,100,1010.888889,898.6784997,833.2352941,1010.888889,6,10,1,5,4,1.675,4,0.4305,0,5,1,0.762,-7.135,0.83401297,St. Bartholomew's,M,1,0,7.580555556,"7,6",42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,3,22,,,,,,7.5805554,4,-0.027916834,192.50647,,-1.6164795,0.000718832,0.039962474,0.093663007,0.66666669,0.51190472,,,,
59,1,0,6,3,3,2.928,WindowsLaptop,7,No,0,3,3,6.409,3.840428571,,0,0.912428571,,0.50797189,0.650452741,0.607306998,0.309793583,-0.330021119,0.490242015,0.485027997,0.615321156,0.595920093,0.427442957,0.383935475,-0.336876053,0.502505432,-0.043507482,5,27.77777778,2426.166667,1551.056651,2426.166667,3206.8,6,7.023333333,6,3.513,4,2.5075,4,0.7985,-0.477142857,3.693333333,0.421275503,-0.7045,1.03,0.912699438,St. Bartholomew's,M,1,0,7.913888889,"7,10",42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,21,56,22,77,133,129,97,7.5805554,5,-0.51169449,231.84998,,0.14140686,1.4944801,,,,0.66666669,,,,
59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,M,1,0,,,42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,,,,,,,,7.5805554,,,,,,,,,,,,,,
60,0,0,6,3,3,2.622333333,WindowsLaptop,7,Yes,1,3,3,10.655,3.644571429,,0,1.022238095,,,,,,,,,,,,,,,,0,0,5618.166667,8554.602279,3839.176471,,6,0.588333333,2,0.1765,4,10,1,3,0.504285714,-6.176666667,0.428571429,0,5,1,St. Mary's,F,1,0,6.786111111,"6,9",58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,26,69,15,61,130,126,96,6.7861109,4,-0.081925765,233.17139,0.26103586,1.055004,0.41431198,-0.42256245,0.8052088,0.95833331,0.58333331,,,,
60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,F,1,0,,,58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,,,,,,,,6.7861109,,,,,,,,,,,,,,
60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,F,1,0,,,58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,,,,,,,,6.7861109,,,,,,,,,,,,,,
61,0,0,6,4,2,2.2045,WindowsLaptop,7,No,0,3,3,6.034,2.147571429,,1,-0.056928571,,0.590319942,0.586051563,0.645562481,0.512840682,-0.5415527,-0.595405667,0.604534386,0.563613035,0.608685802,0.624918696,0.400783024,-0.530763664,-0.58105957,-0.224135672,0,0,873.0555556,885.8097307,873.0555556,,6,3.28,6,1.669,4,10,1,3,-1.166285714,2.362,0.968196741,0,5,1,St. Mary's,M,1,0,9.65,"9,7",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,7,23,7,32,55,62,1,9.6499996,4,0.50633693,437.05554,-0.013798505,0.23720294,-0.14691956,0.23302655,-0.92922276,0.85119045,0.33333331,,,,
61,1,0,12,3,3,1.3475,WindowsLaptop,7,Yes,1,3,3,11.958,2.877714286,,0,1.530214286,,0.433230554,0.234041686,0.47183281,0.385730475,0.534290818,-0.418523015,0.422073403,0.247882636,0.47601512,0.431138138,0.452411368,0.537035594,-0.428275868,0.021273231,0,0,396.1666667,286.5304111,396.1666667,,6,7.64,4,3.918,4,1.0025,4,0.3015,-1.36,7.4,0.722100266,-0.3265,-2.365,0.997646316,St. Mary's,M,1,0,9.877777778,"9,10",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,25,48,18,53,101,101,55,9.6499996,5,-0.28237534,249.53333,0.012838863,1.0778844,0.46262485,0.5265913,-0.34091291,0.66666669,0.26190478,,,,
61,2,1,,4,2,2.871705,Win32,,Yes,1,,,0.719565,,1,,,0.719565,,,,,,,,,,,,,,,2,11.11111111,0.753257222,0.98590619,0.753257222,2.5743175,6,6.674074074,6,3.306111111,4,8.508333333,4,2.551666667,-0.86984127,4.718518519,0.968905944,0.490555556,1.055555555,0.999377063,St. Mary's,M,1,0,10.87222222,"10,10",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,,,14,44,,,,9.6499996,7,0.28529829,41.444275,-0.72180831,-0.094456263,,,,,,,,,
62,0,0,6,5,1,1.182166667,WindowsLaptop,7,Yes,1,2,4,7.801,2.046571429,,1,0.864404762,,0.678795917,0.512755757,0.479693977,0.525558769,1.08280819,-0.698028365,0.702803528,0.495410156,0.526175777,0.622530428,0.390398105,1.064111658,-0.691296674,-0.232132323,0,0,1548.833333,1886.366325,1214.117647,,6,1.576666667,6,0.78,4,9.3725,3,2.831,-0.674285714,-1.063333333,0.991333074,0.2895,2.925,0.895659841,St. Mary's,F,1,0,9.886111111,"9,10",56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,26,50,14,45,95,95,39,9.8861113,6,0.3115761,154.16913,-0.76251578,0.32806972,-1.0627265,-0.022686765,-0.19530252,0.91666669,0.71428573,,,,
62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,F,1,0,,,56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,,,,,,,,9.8861113,,,,,,-1.0781063,-0.10443524,,0.91666669,0.71428573,,,,
62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,F,1,0,,,56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,,,,,,,,9.8861113,,,,,,,,,,,,,,
65,0,0,6,4,2,1.908,WindowsLaptop,7,No,0,3,3,4.891,1.947857143,,1,0.039857143,,0.481256774,0.522480676,0.429703369,0.604827567,-0.20355919,-0.394516036,0.471916983,0.510718506,0.425006242,0.563275286,0.549226325,-0.20453722,-0.398264676,-0.014048961,6,33.33333333,865.7222222,644.696354,865.7222222,1372.833333,6,6.51,6,3.38,4,9.625,2,2.925,-1.786285714,7.762,0.911655947,0.225,3.5,0.6,St. Bartholomew's,M,1,0,10.08333333,"10,1",43,8,14,2,12.5,2,Experimental,-3.361926542,1,1,1,,,,,,,,10.083333,5,0.78818744,,,0.20085622,-0.18393263,0.32551903,-0.51821154,0.88095242,0.17857143,110,,110,-121
65,1,0,6,3,3,1.288833333,WindowsLaptop,7,No,0,5,1,12.271,2.823428571,,2,1.534595238,,0.529074296,0.350103758,0.489449035,0.392915479,-0.425305432,-0.597937211,0.547734801,0.338264726,0.459923005,0.348350769,0.546648996,-0.41489688,-0.586111023,0.198298226,4,22.22222222,1098.277778,1350.59829,1098.277778,2672.25,6,6.853333333,5,3.717,4,0.68,3,0.1865,-0.54,3.743333333,0.118936817,-0.307,-2.785,0.899923613,St. Bartholomew's,M,1,0,10.30277778,"10,3",43,8,14,2,12.5,2,Experimental,-3.361926542,1,1,1,35,65,22,63,128,124,95,10.083333,5,-0.024052383,656.13336,0.77558595,0.073299408,-0.15783009,-0.8902179,-0.34497419,0.76190472,0.10714287,106,,106,13
65,2,1,,3,3,4.311,Win32,,No,0,,,1.457,,1,,,1.457,,,,,,,,,,,,,,,18,100,1.515888889,1.064643928,1.515888889,1.515888889,6,9.995370441,2,4.998611132,4,9.223958651,3,2.789583418,0.003968193,4.981481764,0.428571429,0.338541773,2.531249788,0.895924379,St. Bartholomew's,M,1,0,11.28333333,"11,3",43,8,14,2,12.5,2,Experimental,-3.361926542,1,1,1,,,19,53,,,,10.083333,7,0.81077147,84.517944,-0.34575951,0.37762117,,,,,,,,,
66,0,0,6,3,3,2.135833333,WindowsLaptop,7,Yes,1,3,3,15.008,4.030857143,,0,1.89502381,,,,,,,,,,,,,,,,0,0,834,297.5901248,834,,6,2.783333333,5,1.4255,4,10,1,3,-0.708,0.261333333,0.82448353,0,5,1,St. Bartholomew's,M,1,0,8.119444444,"8,1",44,8,16,2,11.11111111,2,Experimental,-12.12077162,1,1,1,27,62,16,56,118,116,87,8.1194448,6,0.24593523,357.47217,0.33918172,0.80057704,0.5021323,-0.39079642,-0.72685862,0.6785714,0.63095242,,,,
66,1,0,6,5,1,1.839333333,WindowsLaptop,7,Yes,1,3,3,8.874,2.702714286,,2,0.863380952,,,,,,,,,,,,,,,,4,22.22222222,1404.5,1081.960652,1404.5,2394.25,6,9.271666667,3,4.771,4,2.2,4,0.618,-0.612285714,6.414666667,0.463097018,-0.231,-1.645,0.312034384,St. Bartholomew's,M,1,0,8.338888889,"8,4",44,8,16,2,11.11111111,2,Experimental,-12.12077162,1,1,1,28,62,21,67,129,125,96,8.1194448,5,0.033756044,809.61584,1.3253171,0.40728796,-0.31827843,0.6588726,0.29105014,0.88690472,0.64285713,,,,
66,2,1,,5,1,4.18747,Win32,,Yes,1,,,1.352165,,1,,,1.352165,,,,,,,,,,,,,,,6,33.33333333,1.203163889,0.647544332,1.203163889,1.704745,6,6.985174324,6,3.544477028,4,9.970674487,3,2.989002933,-1.471721827,7.136200717,0.962750666,-0.002932551,4.985337243,0.023529412,St. Bartholomew's,M,1,0,9.319444444,"9,3",44,8,16,2,11.11111111,2,Experimental,-12.12077162,1,1,1,,,20,59,,,,8.1194448,6,0.64012003,13.64502,-0.70438427,-0.087094463,,,,,,,,,
67,0,0,6,4,2,1.842166667,WindowsLaptop,7,No,0,3,3,2.734,1.487285714,,1,-0.354880952,,0.510814774,0.248354696,0.495056512,0.35943054,-0.399621095,-0.528041252,0.492167876,0.266492324,0.497429715,0.412568703,0.438824771,-0.41227397,-0.537446065,0.026256068,,,,,,,,,,,,,,,,,,,,,St. Saviours,M,2,0,10.13888889,"10,1",66,8,15,7,43.75,2,Control,-12.50899122,,,,29,53,19,55,108,107,70,10.138889,7,0.50083399,775.875,,0.63701677,0.35371682,-0.44553339,0.64871466,0.81547618,0.52380955,,,,
67,1,0,6,6,0,2.382833333,WindowsLaptop,7,No,0,4,2,6.266,1.892571429,,4,-0.490261905,,0.412542609,0.717886,0.506625175,0.630816264,-0.440208868,-0.349792924,0.480856088,0.805539012,0.488625061,0.374389152,0.721673677,-0.402700137,-0.316863572,0.347284525,1,5.555555556,1229.833333,1502.946136,884.8823529,223,6,6.666666667,2,3.5,4,0,1,0,-2.285714286,9.666666667,0.685714286,0,-5,1,St. Saviours,M,2,0,10.41388889,"10,4",66,8,15,7,43.75,2,Control,-12.50899122,,,,32,57,20,56,113,111,79,10.138889,7,0.73706222,,1.2878773,-0.33927473,-0.16575348,0.6841467,1.3031067,0.92261904,0.88095242,,,,
67,2,1,,4,2,6.54999,MacIntel,,No,0,,,0.534845,,1,,,0.534845,,,,,,,,,,,,,,,1,5.555555556,1.057915556,0.960585899,1.057915556,3.03729,6,4.483251953,6,2.235698242,4,9.989453125,2,2.997890625,-1.749827009,5.607646484,0.993286571,0.006328125,4.9578125,0.6,St. Saviours,M,2,0,11.33611111,"11,4",66,8,15,7,43.75,2,Control,-12.50899122,,,,,,20,55,,,,10.138889,7,-0.37671977,125.51672,-0.19398913,-1.1379958,,,,,,,,,
68,0,0,6,4,2,3.577333333,WindowsLaptop,7,Yes,1,3,3,20.942,4.892428571,,1,1.315095238,,,,,,,,,,,,,,,,8,44.44444444,2610.222222,4010.641471,1756.823529,3445.375,6,4.841666667,5,1.905,4,5.42,4,1.932,-0.490571429,1.558666667,0.044376409,0.02,0.32,0.000188402,St. Saviours,M,2,0,6.525,"6,6",67,7,17,9,47.36842105,2,Control,-4.380297222,,,,10,37,6,45,82,84,14,6.5250001,4,0.57740557,,,0.10998944,0.49606425,0.13347375,,0.66666669,0.041666668,,,,
68,1,0,6,4,2,1.818666667,WindowsLaptop,7,No,0,3,3,12.627,3.06,,1,1.241333333,,,,,,,,,,,,,,,,2,11.11111111,1122.722222,1839.890464,698.8823529,4360,6,8.333333333,2,4,4,5.07,4,1.7535,-0.857142857,6.333333333,0.154285714,0.591,-2.885,0.14705392,St. Saviours,M,2,0,6.8,"6,9",67,7,17,9,47.36842105,2,Control,-4.380297222,,,,14,43,5,41,84,86,18,6.5250001,4,,,-1.0711592,-0.60777521,0.24013627,1.1384329,1.2025614,0.5,0.57142854,,,,
68,2,1,,3,3,2.84553,MacIntel,,No,0,,,4.453825,,1,,,4.453825,,,,,,,,,,,,,,,5,27.77777778,1.767262222,1.019874458,1.767262222,2.881055,6,4.149446615,6,2.038774414,4,9.860754395,2,2.962331543,-1.91406808,5.848684896,0.955336297,0.024631348,4.737597656,0.6,St. Saviours,M,2,0,7.711111111,"7,8",67,7,17,9,47.36842105,2,Control,-4.380297222,,,,,,10,45,,,,6.5250001,6,0.31658274,-33.335449,-0.78203231,-0.31502071,,,,,,,,,
69,0,0,6,5,1,2.860833333,WindowsLaptop,7,No,0,3,3,12.048,6.064428571,,2,3.203595238,,,,,,,,,,,,,,,,12,66.66666667,1436.388889,1497.303464,1436.388889,1305.416667,6,5,1,2.5,4,4.1425,3,1.3475,0,0,1,0.5905,-3.81,0.595071367,St. Bartholomew's,M,1,0,6.852777778,"6,10",45,7,12,2,15.38461538,2,Experimental,-5.043117487,1.75,2,1.5,,,,,,,,6.852778,,0.32449809,339.07141,-1.3238525,-2.172864,0.079533182,,,,0.38095239,90,,90,-121
69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,M,1,0,,,45,7,12,2,15.38461538,2,Experimental,-5.043117487,1.75,2,1.5,,,,,,,,6.852778,,,,,,,,,,,,,,
69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,M,1,0,,,45,7,12,2,15.38461538,2,Experimental,-5.043117487,1.75,2,1.5,,,,,,,,6.852778,,,,,,,,,,,,,,
71,0,0,6,3,3,6.242166667,WindowsLaptop,7,No,0,3,3,9.905,6.760285714,,0,0.518119048,,,,,,,,,,,,,,,,9,50,782.5555556,722.9837051,631.4705882,628,6,10,1,5,4,10,1,3,0,5,1,0,5,1,St. Mary's,F,1,0,6.152777778,"6,1",59,8,29,6,20.68965517,2,Experimental,0.750069588,1.5,2,1,,,,,,,,6.1527777,,,693.21924,0.41009805,-0.18078427,0.69336456,-0.46526402,-0.74621481,0.77976191,,,,,
71,1,0,6,3,3,2.505666667,WindowsLaptop,7,No,0,3,3,7.544,2.663714286,,0,0.158047619,,,,,,,,,,,,,,,,18,100,1241.555556,1232.569732,963.1176471,1241.555556,6,8.333333333,2,4.5,4,10,1,3,1.428571429,-1.666666667,0.428571429,0,5,1,St. Mary's,F,1,0,6.305555556,"6,3",59,8,29,6,20.68965517,2,Experimental,0.750069588,1.5,2,1,22,63,14,63,126,123,94,6.1527777,4,0.99300951,153.41113,-0.1674782,1.9907864,0.21712549,,0.22150442,0.92261904,0.27380949,,,,
71,2,1,,3,3,12.45925,Win32,,Yes,1,,,1.458995,,2,,,44.984975,,,,,,,,,,,,,,,10,55.55555556,3.019526667,2.710722725,2.501589118,3.493402,6,6.143663194,6,3.089192708,4,9.973958333,4,2.994140625,-0.48921131,2.855902778,0.182885395,0.005208333,4.947916667,0.228571429,St. Mary's,F,1,0,7.547222222,"7,6",59,8,29,6,20.68965517,2,Experimental,0.750069588,1.5,2,1,,,18,63,,,,6.1527777,5,0.028900752,,,-0.4294197,,,,,,,,,
72,0,0,6,3,3,1.910166667,WindowsLaptop,7,No,0,3,3,9.219,2.633857143,,0,0.723690476,,,,,,,,,,,,,,,,18,100,985.3888889,630.2495434,869.0588235,985.3888889,6,4.475,4,2.22,4,6.6875,4,2.0175,0.01,-0.56,0.016611296,0.5585,-1.105,0.961080407,St. Mary's,F,1,0,8.433333333,"8,5",60,6,8,2,25,2,Experimental,-13.46152829,2,2,2,,,,,,,,8.4333334,5,0.62706572,315.15295,-0.011447884,,-0.21694142,0.39724141,-0.10005958,0.95833331,0.54761904,,,,
72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,F,1,0,8.627777778,"8,7",60,6,8,2,25,2,Experimental,-13.46152829,2,2,2,,,,,,,,8.4333334,,,,,,,,,,,,,,
72,2,1,,2,4,5.41926,Win32,,No,0,,,4.98866,,1,,,4.98866,,,,,,,,,,,,,,,13,72.22222222,2.981225556,1.862349458,2.981225556,3.334775769,6,8.741376553,6,4.378066353,4,8.192360032,4,2.461614064,-0.354891965,4.983498431,0.974685667,0.294255398,1.721083042,0.990901128,St. Mary's,F,1,0,9.627777778,"9,7",60,6,8,2,25,2,Experimental,-13.46152829,2,2,2,,,19,56,,,,8.4333334,5,-0.01116419,221.68945,0.78775275,,,,,,,,,,
73,0,0,6,3,3,1.237833333,WindowsLaptop,7,No,0,3,3,4.121,1.669857143,,0,0.43202381,,0.967008794,0.777864243,0.588152819,0.540985926,0.663748211,-0.33007301,1.340931441,0.845152369,0.52212669,0.223151229,0.808454889,0.456426701,-0.257369184,0.58530366,3,16.66666667,507.2777778,302.5009102,507.2777778,763.6666667,6,3.326666667,6,1.6935,4,9.3625,2,2.8725,-1.170285714,2.422666667,0.929304767,0.3825,2.45,0.6,St. Mary's,M,2,0,10.75555556,"10,9",73,8,27,11,37.93103448,2,Control,-3.891321686,1,1,1,35,62,21,58,120,117,87,10.755555,5,0.58493215,186.44446,0.54084051,-0.15422332,-0.52233636,-0.44627723,0.61054742,0.92261904,0.57142854,,,,
73,1,0,6,3,3,1.288666667,WindowsLaptop,7,No,0,3,3,2.882,1.530428571,,0,0.241761905,,1.117338391,0.726277147,0.471347301,0.920886922,0.245325784,-0.223245894,1.049212567,0.737666693,0.429895923,0.903827191,0.788806036,0.296670876,-0.228022588,-0.115021155,2,11.11111111,459.5555556,331.4269012,459.5555556,575,6,8.003333333,6,4.155,4,3.1975,4,1.0135,-0.241142857,3.847333333,0.0873651,-0.7455,1.925,0.88723966,St. Mary's,M,2,0,10.88888889,"10,10",73,8,27,11,37.93103448,2,Control,-3.891321686,1,1,1,33,61,23,66,127,123,94,10.755555,6,,148.07843,0.012926102,-0.6588558,0.48070785,-0.89313412,-0.42216659,0.92261904,0.73809528,,,,
73,2,1,,4,2,2.986765,Win32,,Yes,1,,,2.355255,,1,,,2.355255,,,,,,,,,,,,,,,13,72.22222222,0.750186667,0.745560951,0.750186667,0.839483462,6,7.841049383,6,3.90787037,4,7.828703704,4,2.322222222,-0.621428571,5.016049383,0.983663724,0.532407407,0.166666667,0.944926335,St. Mary's,M,2,0,11.91666667,"11,11",73,8,27,11,37.93103448,2,Control,-3.891321686,1,1,1,,,22,59,,,,10.755555,7,-0.41827208,40.379639,0.11657524,0.18161249,,,,,,,,,
74,0,0,6,6,0,2.182,WindowsLaptop,7,No,0,3,3,3.015,1.771,,3,-0.411,,,,,,,,,,,,,,,,18,100,1101.888889,371.7968909,1101.888889,1101.888889,6,10,1,5,4,10,1,3,0,5,1,0,5,1,Streatham & Clapham Prep,F,2,0,10.06111111,"10,0",85,8,29,4,13.79310345,2,Control,-4.955492519,1.5,2,1,31,57,18,53,110,109,73,10.061111,5,-0.058324344,119.26898,-0.25906712,,1.308737,0.93450534,-0.21070471,0.69047618,0.34523809,101,112,106.5,-70
74,1,0,6,6,0,2.6,WindowsLaptop,7,No,0,3,3,7.105,2.628285714,,3,0.028285714,,,,,,,,,,,,,,,,18,100,1289.611111,538.2845452,1289.611111,1289.611111,6,10,1,5,4,10,1,3,0,5,1,0,5,1,Streatham & Clapham Prep,F,2,0,10.37777778,"10,4",85,8,29,4,13.79310345,2,Control,-4.955492519,1.5,2,1,36,65,20,56,121,118,90,10.061111,5,0.40307456,393.42688,0.99680084,0.49897105,,0.26166955,0.48248127,0.85119045,0.13095239,,,,
74,2,1,,6,0,10.051965,Win32,,No,0,,,0.748765,,1,,,0.748765,,,,,,,,,,,,,,,12,66.66666667,1.173333056,0.645378947,1.173333056,1.4225325,6,6.648148148,6,3.299074074,4,6.518518519,4,1.958333333,-1.143915344,5.651851852,0.988701387,0.5,-0.981481481,0.998014922,Streatham & Clapham Prep,F,2,0,11.38888889,"11,4",85,8,29,4,13.79310345,2,Control,-4.955492519,1.5,2,1,,,17,48,,,,10.061111,6,0.044630945,-22.263367,0.79920566,-1.5723441,,,,,,,,,
76,0,0,6,5,1,1.3905,WindowsLaptop,7,Yes,1,2,4,18.661,3.604142857,,1,2.213642857,,,,,,,,,,,,,,,,0,0,2214.444444,3175.848515,1475.588235,,6,4.755,6,2.3565,4,9.625,2,2.925,-0.926,2.996,0.98995128,0.225,3.5,0.6,Streatham & Clapham Prep,F,1,0,10.2,"10,2",80,8,25,3,10.71428571,2,Experimental,0.417695379,2.75,2,3.5,33,61,19,55,116,114,84,10.2,7,-0.069402225,207.54968,-0.1129813,,0.54878408,-0.08282271,-1.2191477,0.88690472,0.84523809,,,,
76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streatham & Clapham Prep,F,1,0,,,80,8,25,3,10.71428571,2,Experimental,0.417695379,2.75,2,3.5,,,,,,,,10.2,,,,,,,,,,,,,,
76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Streatham & Clapham Prep,F,1,0,,,80,8,25,3,10.71428571,2,Experimental,0.417695379,2.75,2,3.5,,,,,,,,10.2,,,,,,,,,,,,,,
77,0,0,6,3,3,3.742333333,WindowsLaptop,7,Yes,1,3,3,14.6,4.423571429,,0,0.681238095,,0.540027796,0.491818486,0.538394151,0.427598798,0.318536941,0.177205186,0.535842042,0.487749635,0.5361154,0.461923526,0.462535065,0.317324219,0.176310685,0.000611539,10,55.55555556,2630.722222,1141.414541,2630.722222,3092.6,6,7.861666667,3,3.717,4,8.62,3,2.6035,-0.164857143,3.438666667,0.006650432,-0.587,6.555,0.876475975,Streatham & Clapham Prep,F,1,0,6.241666667,"6,2",79,8,28,9,30,2,Experimental,-6.687573151,2.75,2,3.5,15,49,14,63,112,110,77,6.2416668,4,0.2960518,586.88831,0.43821645,-1.3410834,,-0.15732303,-0.51869375,0.88095242,0.059523813,,,,
