ID,Session,Online,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Online_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
113,2,1,,3,3,6.12143,Win32,,Yes,1,,,0.4201,,2,,,9.536265,,,,,,,,,,,,,,,6,33.33333333,1.820264167,1.832400908,1.414663824,2.847718333,6,7.99382716,6,4.054166667,4,9.724537037,4,2.927314815,-0.806878307,5.817901235,0.915471243,0.124537037,4.101851852,0.872081952,The Vineyard,F,2,0,11.99444444,"11,11",109,6,13,1,7.692307692,2,Control,-7.31479121,1,1,1,,,23,63,,,,10.802778,7,0.45064563,124.81055,0.42912382,-0.9830727,,,,,,,,,
114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,1,0,9.091666667,"9,1",104,8,19,18,94.73684211,2,Experimental,-2.336584133,3.333333333,4,3,,,16,49,,,,9.0916662,5,0.90392786,572.59418,0.21048918,0.47345659,-0.39382398,0.20496698,0.35080355,0.95833331,0.33333334,,,,
114,1,0,6,4,2,1.5405,WindowsLaptop,7,No,0,3,3,9.797,2.284428571,,1,0.743928571,,,,,,,,,,,,,,,,8,44.44444444,1608.277778,1346.047539,1608.277778,2555.5,6,9.528333333,4,4.8375,4,4.8775,4,1.4825,-0.168285714,5.117333333,0.179041369,-0.7805,3.78,0.980944866,The Vineyard,F,1,0,9.275,"9,3",104,8,19,18,94.73684211,2,Experimental,-2.336584133,3.333333333,4,3,30,60,20,59,119,117,87,9.0916662,5,0.73057556,268.18176,-0.4043974,-1.4093479,0.18205851,1.0333148,0.32834053,0.95833331,0.79761904,,,,
114,2,1,,6,0,10.00312,Win32,,Yes,1,,,9.614145,,1,,,9.614145,,,,,,,,,,,,,,,18,100,1.596162778,1.549709596,1.284169118,1.596162778,6,8.970679248,5,4.53703715,4,8.194444656,4,2.431944529,-0.624073985,6.154938196,0.859582019,0.548148134,0.453703986,0.885121947,The Vineyard,F,1,0,10.26944444,"10,3",104,8,19,18,94.73684211,2,Experimental,-2.336584133,3.333333333,4,3,,,21,60,,,,9.0916662,6,-0.7049908,203.54822,-0.001395553,-0.59137988,,,,,,,,,
115,0,0,6,4,2,1.793333333,WindowsLaptop,7,Yes,1,3,3,4.848,1.567714286,,1,-0.225619048,,0.592337705,0.474456609,0.552673259,0.45697829,0.235097398,-0.730320607,0.608522563,0.486456341,0.547105962,0.389106426,0.566873621,0.232623765,-0.719325105,0.177767195,0,0,1697.333333,1579.847908,1392.352941,,6,6.446666667,4,3.298,4,8.8125,4,2.6875,-0.48,3.126666667,0.457821111,0.5275,1.175,0.874074801,The Vineyard,F,2,0,8.363888889,"8,4",110,6,15,3,18.75,2,Control,-17.9718925,1.25,1.5,1,30,66,16,54,120,117,87,8.3638887,6,-0.41136652,458.521,0.30232298,-0.99858534,0.52173001,-0.11304215,-0.072279714,0.95833331,0.10714285,,,,
115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,2,0,,,110,6,15,3,18.75,2,Control,-17.9718925,1.25,1.5,1,,,,,,,,8.3638887,,,,,,,,,,,,,,
115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,2,0,,,110,6,15,3,18.75,2,Control,-17.9718925,1.25,1.5,1,,,,,,,,8.3638887,,,,,,,,,,,,,,
116,0,0,6,3,3,3.677,WindowsLaptop,7,Yes,1,3,3,8.961,4.347857143,,0,0.670857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,1,0,7.15,"7,1",108,4,5,1,20,2,Experimental,9.158676286,1.5,2,1,21,52,8,41,93,94,34,7.1500001,4,0.89244735,641.21631,0.60464495,-0.63511819,,-0.70513815,0.88628274,0.95833331,0.5,,,,
116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,1,0,,,108,4,5,1,20,2,Experimental,9.158676286,1.5,2,1,,,,,,,,7.1500001,,,,,,,,,,,,,,
116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,1,0,,,108,4,5,1,20,2,Experimental,9.158676286,1.5,2,1,,,,,,,,7.1500001,,,,,,,,,,,,,,
117,0,0,6,5,1,2.534333333,WindowsLaptop,7,Yes,1,5,1,13.361,4.312142857,,4,1.777809524,,,,,,,,,,,,,,,,0,0,754.2222222,369.9480974,754.2222222,,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,The Vineyard,M,2,0,7.486111111,"7,5",117,5,5,0,0,2,Control,-45.94536363,1.25,1.5,1,24,56,19,63,119,117,87,7.4861112,4,,,,0.16870345,0.57280993,,-1.1228331,,,,,,
117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,M,2,0,,,117,5,5,0,0,2,Control,-45.94536363,1.25,1.5,1,,,,,,,,7.4861112,,,,,,,,,,,,,,
117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,M,2,0,,,117,5,5,0,0,2,Control,-45.94536363,1.25,1.5,1,,,,,,,,7.4861112,,,,,,,,,,,,,,
118,0,0,6,5,1,4.588166667,WindowsLaptop,7,No,0,3,3,10.52,5.163857143,,2,0.575690476,,,,,,,,,,,,,,,,12,66.66666667,1643.888889,2111.021383,1197.705882,1955.083333,6,8.531666667,3,4.3095,4,7.5,2,2.5,0.401428571,2.126666667,0.106095819,1.5,-5,0.6,The Vineyard,F,2,0,6.833333333,"6,10",114,5,8,2,22.22222222,2,Control,-86.7068465,2,2,2,21,57,16,63,120,117,87,6.8333335,,0.17678562,,,-0.035397418,,0.52148932,0.88454819,,0.39285713,,,,
118,1,0,6,3,3,1.621333333,WindowsLaptop,7,No,0,3,3,47.589,8.749571429,,0,7.128238095,,,,,,,,,,,,,,,,6,33.33333333,2022.944444,1433.932826,1723.117647,1672.333333,6,6.666666667,2,4,4,0,1,0,-8.84E-19,1.666666667,0,0,-5,1,The Vineyard,F,2,0,7.058333333,"7,0",114,5,8,2,22.22222222,2,Control,-86.7068465,2,2,2,19,52,7,43,95,95,39,6.8333335,4,-0.71656126,304.66675,0.56848323,-0.11399611,-1.3109605,0.025782436,0.021358058,0.95833331,0.47619045,,,,
118,2,1,,3,3,8.883805,Win32,,No,0,,,2.49861,,1,,,2.49861,,,,,,,,,,,,,,,6,33.33333333,1.114215556,0.787469436,1.114215556,1.752136667,6,3.865079365,6,1.813333333,4,2.419047619,4,0.723809524,-1.877823129,5.437460317,0.847219527,0.51047619,-5.133333333,0.998040714,The Vineyard,F,2,0,7.991666667,"7,11",114,5,8,2,22.22222222,2,Control,-86.7068465,2,2,2,,,15,59,,,,6.8333335,7,-0.91265476,,,,,,,,,,,,
119,0,0,6,6,0,3.315666667,WindowsLaptop,7,Yes,1,3,3,14.107,3.667857143,,3,0.352190476,,0.376931205,0.720166994,0.633268674,0.593505816,-0.224389402,-0.736602964,0.401796466,0.749016287,0.643527818,0.663460325,0.426321926,-0.226281476,-0.71809538,-0.237138398,3,16.66666667,1442.777778,708.7677422,1442.777778,1618,6,2.353333333,6,1.225,4,10,1,3,-0.822857143,0.233333333,0.844128397,0,5,1,Churchfields,F,2,0,9.155555556,"9,1",126,6,18,4,21.05263158,2,Control,-11.29817029,1,1,1,33,62,20,57,119,117,87,9.1555557,5,0.29415512,208.40002,-0.39217487,0.1575198,0.012189478,0.65594721,-0.9413808,0.85119045,,,,,
119,1,0,6,5,1,1.841666667,WindowsLaptop,7,Yes,1,4,2,9.022,2.416428571,,3,0.574761905,,0.431790361,0.59644936,0.569569218,0.603974761,-0.032341228,-0.368408481,0.425248013,0.603744154,0.577102258,0.570621919,0.536260025,-0.03137856,-0.369689747,-0.034361893,0,0,1184.333333,1548.542161,1184.333333,,6,6.498333333,6,3.476,4,0,1,0,-1.623714286,7.181333333,0.583848278,0,-5,1,Churchfields,F,2,0,9.416666667,"9,5",126,6,18,4,21.05263158,2,Control,-11.29817029,1,1,1,34,66,20,58,124,121,93,9.1555557,5,-0.003622813,-49.77771,-0.096424401,1.8100396,0.061188683,0.57536829,0.76091468,,,,,,
119,2,1,,4,2,9.72328,Win32,,,,,,,,,,,,,,,,,,,,,,,,,,10,55.55555556,2.945856944,2.248878236,2.945856944,2.4333325,6,6.490740882,6,3.243888982,4,8.491666794,4,2.545555581,-1.002222237,4.998518711,0.999648018,0.491666709,1.033333249,0.99940027,Churchfields,F,2,0,10.46666667,"10,5",126,6,18,4,21.05263158,2,Control,-11.29817029,1,1,1,,,22,62,,,,9.1555557,5,0.014355252,33.290405,-0.31879693,1.5453917,,,,,,,,,
120,0,0,6,5,1,2.4665,WindowsLaptop,7,Yes,1,2,4,11.431,3.315857143,,1,0.849357143,,,,,,,,,,,,,,,,0,0,1248.833333,954.4908251,1066.058824,,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,The Vineyard,M,1,0,8.458333333,"8,5",106,8,22,15,68.18181818,2,Experimental,-1.487563275,1.666666667,2,1,29,58,12,42,100,100,53,8.458333,5,0.99855113,33.125,0.49120292,-0.39886457,0.20199208,-0.76934838,0.89092171,0.88095242,0.85119045,,,,
120,1,0,12,6,0,0.8215,WindowsLaptop,7,Yes,1,1,5,4.527,1.629857143,,1,0.808357143,,,,,,,,,,,,,,,,0,0,892.2777778,1077.354483,654.9411765,,6,6.666666667,2,3.5,4,0,1,0,-2.285714286,9.666666667,0.685714286,0,-5,1,The Vineyard,M,1,0,8.647222222,"8,7",106,8,22,15,68.18181818,2,Experimental,-1.487563275,1.666666667,2,1,29,64,15,52,116,114,84,8.458333,5,-0.27698249,427.77777,0.34721029,0.82117182,0.75386441,-0.24293536,-0.17509422,0.92261904,0.80952382,,,,
120,2,1,,5,1,3.9147,MacIntel,,Yes,1,,,0.602,,1,,,0.602,,,,,,,,,,,,,,,11,61.11111111,1.393488889,0.895952625,1.393488889,1.755390909,6,5.659960938,6,2.899680176,4,7.749145508,4,2.30276123,-2.220343192,8.431162109,0.862923601,0.648461914,-0.493164063,0.969767404,The Vineyard,M,1,0,9.658333333,"9,7",106,8,22,15,68.18181818,2,Experimental,-1.487563275,1.666666667,2,1,,,19,56,,,,8.458333,6,0.042141072,41.279053,-0.91495138,-1.0883034,,,,,,,,,
121,0,0,6,5,1,1.505166667,WindowsLaptop,7,No,0,3,3,5.136,1.638857143,,2,0.133690476,,,,,,,,,,,,,,,,0,0,966.5,541.6847629,849.1176471,,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,Churchfields,F,2,0,7.602777778,"7,7",127,5,16,3,17.64705882,2,Control,3.455538381,1,1,1,24,56,20,66,122,119,91,7.602778,5,-0.43241689,35.706421,0.29140109,-1.9254266,0.55647075,0.16435665,-0.44715548,0.81547618,0.76190472,,,,
121,1,0,6,5,1,1.2445,WindowsLaptop,7,No,0,3,3,4.66,1.531,,2,0.2865,,,,,,,,,,,,,,,,0,0,838.5,272.7350039,838.5,,6,6.666666667,2,3.5,4,0,1,0,-2.285714286,9.666666667,0.685714286,0,-5,1,Churchfields,F,2,0,7.863888889,"7,10",127,5,16,3,17.64705882,2,Control,3.455538381,1,1,1,25,64,22,77,141,135,99,7.602778,,0.24633943,717.12646,1.1518149,,-0.48822093,,-0.62269378,0.88095242,0.75,,,,
121,2,1,,5,1,4.609245,Linux x86_64,,Yes,1,,,0.001095,,5,,,19.38046,,,,,,,,,,,,,,,0,0,1.150430833,0.42008828,1.150430833,,6,3.025574095,5,1.46186954,4,9.722407659,2,2.940257108,-1.595202562,3.608783063,0.938408745,0.141208861,4.016363356,0.6,Churchfields,F,2,0,8.902777778,"8,10",127,5,16,3,17.64705882,2,Control,3.455538381,1,1,1,,,21,69,,,,7.602778,7,0.44974688,70.314941,0.32365602,1.2263144,,,,,,,,,
122,0,0,6,4,2,3.14,WindowsLaptop,7,No,0,3,3,7.12,4.069142857,,1,0.929142857,,,,,,,,,,,,,,,,3,16.66666667,2193.666667,1856.693044,1790.647059,1959.666667,6,2.535,4,1.173,4,6.3275,4,1.867,-1.567714286,3.022,0.855279275,1.1095,-4.22,0.983601059,Churchfields,M,1,0,7.102777778,"7,1",119,6,15,3,18.75,2,Experimental,-11.39519116,1.5,1.5,1.5,20,50,15,55,105,104,63,7.102778,5,-0.73769546,547.26672,0.44917831,,-0.44146633,,0.14609563,0.76190472,0.13095239,,,,
122,1,0,6,3,3,1.11,WindowsLaptop,7,No,0,5,1,9.252,2.196571429,,2,1.086571429,,,,,,,,,,,,,,,,6,33.33333333,1352.555556,1491.237829,1069.176471,2200,6,9.658333333,4,4.882,4,6.3475,4,1.885,-0.006571429,4.681333333,0.000822069,-0.3885,3.29,0.674938373,Churchfields,M,1,0,7.35,"7,4",119,6,15,3,18.75,2,Experimental,-11.39519116,1.5,1.5,1.5,24,60,14,55,115,113,82,7.102778,6,-0.22900884,624.29187,0.525446,-0.48858714,0.26473576,-0.35981849,-0.024932086,0.85119045,0.42857143,,,,
122,2,1,,6,0,5.719,Win32,,No,0,,,1.235,,1,,,1.235,,,,,,,,,,,,,,,15,83.33333333,1.399388889,1.324848277,1.399388889,1.311666667,6,9.957912458,3,4.980429293,4,9.933712121,3,2.980429293,-0.008658009,4.988215488,0.32481203,0.003156566,4.917929293,0.454545455,Churchfields,M,1,0,8.488888889,"8,5",119,6,15,3,18.75,2,Experimental,-11.39519116,1.5,1.5,1.5,,,18,58,,,,7.102778,5,0.98721349,94.509644,0.31695512,1.2177902,,,,,,,,,
123,0,0,6,3,3,2.209833333,WindowsLaptop,7,No,0,3,3,20.537,4.388,,0,2.178166667,,,,,,,,,,,,,,,,5,27.77777778,2764.722222,3965.233779,1924.470588,6540.6,6,6.341666667,6,3.207,4,7.3075,4,2.2205,-1.15,5.366666667,0.970889229,0.9415,-2.4,0.958259361,Churchfields,M,1,0,9.077777778,"9,0",120,6,20,6,30,2,Experimental,-1.213454333,1.5,1.5,1.5,32,64,18,55,119,117,87,9.0777779,5,0.43132955,433.83331,0.26147008,-0.30799776,-1.2201236,0.27394959,0.076990373,0.95833331,0.91666669,,,,
123,1,0,6,6,0,2.086666667,WindowsLaptop,7,No,0,2,4,7.349,1.964571429,,2,-0.122095238,,,,,,,,,,,,,,,,11,61.11111111,849.0555556,987.7891816,849.0555556,1032.454545,6,8.276666667,4,4.277,4,7.4575,4,2.31,1.18,-0.853333333,0.779067562,-0.8095,6.505,0.813142567,Churchfields,M,1,0,9.325,"9,3",120,6,20,6,30,2,Experimental,-1.213454333,1.5,1.5,1.5,31,62,20,59,121,118,90,9.0777779,7,0.042233467,202.88995,-0.26506814,1.0438308,-0.93144274,0.4468838,-0.597978,0.95833331,0.88095242,,,,
123,2,1,,6,0,4.954,Win32,,No,0,,,0.67,,1,,,0.67,,,,,,,,,,,,,,,18,100,1.388666667,0.88588779,1.388666667,1.388666667,6,9.46566358,3,4.781828704,4,8.764467593,4,2.605902778,-0.377314815,5.786265432,0.696856988,0.345486111,2.037037037,0.892327529,Churchfields,M,1,0,10.45555556,"10,5",120,6,20,6,30,2,Experimental,-1.213454333,1.5,1.5,1.5,,,19,54,,,,9.0777779,6,0.047727928,162.56921,0.1597708,-0.019430423,,,,,,,,,
124,0,0,6,0,6,1.882333333,WindowsLaptop,7,No,0,2,4,4.124,2.012714286,,-4,0.130380952,,0.52622768,0.762490954,0.543151216,0.556658804,-0.325559191,-1.896059878,0.563840839,0.854171462,0.528448111,0.350493007,0.707436577,-0.350075289,-1.803569285,0.35694357,7,38.88888889,1776.611111,1026.529512,1776.611111,2250.285714,6,5.798333333,6,3.0035,4,8.6275,3,2.6555,-1.947142857,7.613333333,0.921048252,0.6835,0.21,0.837746092,Churchfields,M,2,0,9.172222222,"9,2",125,5,8,2,25,2,Control,-36.53449674,1.5,2,1,33,61,14,44,105,104,63,9.1722221,6,0.60055232,612.85565,-0.003486872,2.0181921,0.25577337,-0.075894862,-0.1257119,0.95833331,0.79761904,,,,
124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,M,2,0,9.444444444,"9,5",125,5,8,2,25,2,Control,-36.53449674,1.5,2,1,,,,,,,,9.1722221,,,,,,,,,,,,,,
124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,M,2,0,,,125,5,8,2,25,2,Control,-36.53449674,1.5,2,1,,,,,,,,9.1722221,,,,,,,,,,,,,,
125,0,0,6,4,2,1.264666667,WindowsLaptop,7,No,0,3,3,8.559,2.503142857,,1,1.23847619,,,,,,,,,,,,,,,,5,27.77777778,1606.277778,1638.509754,1305.647059,2699.2,6,5.058333333,6,2.528,4,6.5225,4,1.955,-1.254,4.447333333,0.982040959,0.5145,-1.05,0.999722415,Churchfields,M,2,2,7.633333333,"7,7",130,8,33,4,12.12121212,2,Control,-0.186780378,1.75,2.5,1,26,60,19,63,123,120,92,7.6333332,5,-0.090318359,257.97656,-0.3101362,-0.96223861,-0.27208793,0.53174198,0.25283867,0.95833331,0.88690472,,,,
125,1,1,,3,3,7.702,Win32,,No,0,,,1.849,,1,,,1.849,,,,,,,,,,,,,,,4,22.22222222,1.434444444,1.040522053,1.434444444,1.99425,6,6.545833333,6,3.2675,4,7.759375,4,2.305,-1.027857143,5.143333333,0.99694649,0.639375,-0.4375,0.97061254,Churchfields,M,2,2,8.155555556,"8,1",130,8,33,4,12.12121212,2,Control,-0.186780378,1.75,2.5,1,,,19,63,,,,7.6333332,6,0.003386066,533.53845,0.35520029,0.16560291,,,,,,,,,
125,2,1,,4,2,3.83431,Win32,,Yes,1,,,2.66434,,1,,,2.66434,,,,,,,,,,,,,,,4,22.22222222,1.813286111,1.978755617,1.813286111,4.71077875,6,6.040123598,6,3.099074152,4,7.145833263,4,2.10324072,-1.385714253,5.890123485,0.928947489,0.788425869,-1.796296084,0.945317024,Churchfields,M,2,2,8.913888889,"8,10",130,8,33,4,12.12121212,2,Control,-0.186780378,1.75,2.5,1,,,18,60,,,,7.6333332,7,0.015514856,277.24579,0.99341261,-0.95164949,,,,,,,,,
126,0,0,6,4,2,1.211,WindowsLaptop,7,No,0,3,3,4.892,1.646285714,,1,0.435285714,,,,,,,,,,,,,,,,4,22.22222222,1730.055556,1400.128081,1730.055556,3092,6,5.618333333,6,2.794,4,8.045,4,2.4135,-0.862,3.635333333,0.868129951,0.301,1.54,0.878384798,Churchfields,M,2,2,10.45833333,"10,5",129,8,34,1,2.941176471,2,Control,0.780273236,1.75,2.5,1,41,75,26,76,151,144,99.8,10.458333,5,0.50706077,540.72498,-0.12284786,0.94875968,-0.83322763,0.14946634,-0.055925459,0.95833331,0.83333331,,,,
126,1,1,,3,3,4.980485,Win32,,No,0,,,1.114845,,2,,,8.26102,,,,,,,,,,,,,,,12,66.66666667,1.256348333,0.808617256,1.256348333,1.26977375,6,7.310416667,6,3.68625,4,7.721875,4,2.29375,-0.858928571,5.316666667,0.962919545,0.643125,-0.49375,0.970687972,Churchfields,M,2,2,10.98055556,"10,11",129,8,34,1,2.941176471,2,Control,0.780273236,1.75,2.5,1,,,19,54,,,,10.458333,5,-0.95368701,46.299561,-0.85143077,1.0989176,,,,,,,,,
126,2,1,,2,4,2.349445,Win32,,No,0,,,0.02265,,1,,,0.02265,,,,,,,,,,,,,,,11,61.11111111,1.412396944,1.399001145,1.412396944,1.900977273,6,7.63734582,6,3.837963034,4,7.495370794,4,2.19907418,-0.891798958,5.758642173,0.944742158,0.708333404,-1.046296226,0.885771755,Churchfields,M,2,2,11.73888889,"11,8",129,8,34,1,2.941176471,2,Control,0.780273236,1.75,2.5,1,,,20,54,,,,10.458333,6,-0.92989743,138.66595,0.57667965,-0.98707825,,,,,,,,,
127,0,0,6,5,1,2.2885,WindowsLaptop,7,No,0,2,4,7.668,3.141571429,,1,0.853071429,,0.35429995,0.745751465,0.580766766,0.676360187,0.523231872,-0.580871112,0.324219125,0.67505925,0.586085715,0.572658443,0.578890567,0.54413328,-0.616243493,0.006232124,12,66.66666667,807.3333333,822.1745914,654.2352941,814.9166667,6,10,1,5,4,8.5675,3,2.6245,0,5,1,0.6815,0.16,0.879402708,Churchfields,M,2,0,7.469444444,"7,5",128,6,14,0,0,2,Control,-11.98021962,1.5,2,1,29,66,22,72,138,133,99,7.4694443,6,0.2795296,312.24286,0.11128208,1.5820314,1.0935236,0.31030294,0.97066408,0.73809528,0.71428573,,,,
127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,M,2,0,7.727777778,"7,8",128,6,14,0,0,2,Control,-11.98021962,1.5,2,1,,,,,,,,7.4694443,,,,,,,,,,,,,,
127,2,1,,4,2,4.21269,MacIntel,,Yes,1,,,2.998605,,2,,,7.06325,,,,,,,,,,,,,,,18,100,1.207858611,1.165429803,0.979706176,1.207858611,6,6.988803369,5,3.598626932,4,3.121802012,4,0.748201238,-0.878799378,5.064601192,0.718775242,1.512936645,-9.442881213,0.71523583,Churchfields,M,2,0,8.780555556,"8,9",128,6,14,0,0,2,Control,-11.98021962,1.5,2,1,,,22,68,,,,7.4694443,6,0.44810763,50.81488,-0.99998355,-1.9496378,,,,,,,,,
128,0,0,6,5,1,3.291666667,WindowsLaptop,7,Yes,1,1,5,8.657,2.686857143,,0,-0.604809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Vineyard,F,2,0,7.011111111,"7,0",118,1,1,0,0,2,Control,,1.75,1.5,2,,,,,,,,7.0111113,6,0.074087717,389.19226,-1.0113308,-1.180319,0.65693307,0.47314876,0.70836186,0.64285713,0.23809522,,,,
128,1,0,6,6,0,5.279166667,WindowsLaptop,7,Yes,1,0,6,9.214,4.745571429,,0,-0.533595238,,,,,,,,,,,,,,,,0,0,860,660.6426461,860,,6,7.201666667,3,3.7565,4,0.1125,2,0.0225,-1.936857143,8.980666667,0.697167087,-0.0675,-4.55,0.6,The Vineyard,F,2,0,7.227777778,"7,2",118,1,1,0,0,2,Control,,1.75,1.5,2,16,46,17,63,109,108,73,7.0111113,4,-0.42982206,546.66846,-0.14379087,-1.1356081,-0.79931283,0.57352471,-1.4624352,0.91666669,0.83333331,,,,
128,2,1,,5,1,12.449745,Win32,,No,0,,,7.782775,,1,,,7.782775,,,,,,,,,,,,,,,18,100,3.285431667,2.247486621,3.285431667,3.285431667,6,5.103704046,6,2.493333552,4,2.511111034,4,0.504444427,-0.833650816,3.021481903,0.898875198,1.48555553,-9.916666614,0.59908942,The Vineyard,F,2,0,8.166666667,"8,2",118,1,1,0,0,2,Control,,1.75,1.5,2,,,23,76,,,,7.0111113,6,-0.42252672,37.835327,-0.51857042,-2.2507153,,,,,,,,,
129,0,0,6,3,3,7.926,WindowsLaptop,7,No,0,2,4,31.283,6.332857143,,-1,-1.593142857,,,,,,,,,,,,,,,,0,0,1170.388889,895.8470286,986.8823529,,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,Churchfields,F,1,0,6.025,"6,0",124,8,27,8,25.80645161,2,Experimental,-19.75510694,2.25,2.5,2,29,80,6,47,127,123,94,6.0250001,5,0.28474334,644.84167,-0.027084351,-0.017224059,-0.37898815,-0.22138715,,,0.21428572,,,,
129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,F,1,0,6.275,"6,3",124,8,27,8,25.80645161,2,Experimental,-19.75510694,2.25,2.5,2,,,,,,,,6.0250001,,,,,,,,,,,,,,
129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Churchfields,F,1,0,,,124,8,27,8,25.80645161,2,Experimental,-19.75510694,2.25,2.5,2,,,,,,,,6.0250001,,-0.58283824,,,0.26508266,,,,,,,,,
130,0,0,6,4,2,2.878833333,WindowsLaptop,7,No,0,3,3,4.337,3.244,,1,0.365166667,,,,,,,,,,,,,,,,4,22.22222222,1646.833333,1185.355953,1646.833333,2994.25,6,4.078333333,5,2.0345,4,5.805,4,1.7625,-0.918,2.291333333,0.969993631,0.427,-1.33,0.794236926,Churchfields,F,1,0,9.086111111,"9,1",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,28,53,19,55,108,107,70,9.0861111,4,-0.055555232,706.86926,,,-0.005087815,0.2658982,0.092494376,0.92261904,0.34523809,,,,
130,1,0,6,3,3,1.985833333,WindowsLaptop,7,No,0,2,4,3.989,3.725285714,,-1,1.739452381,,,,,,,,,,,,,,,,5,27.77777778,1479.277778,1187.885309,1246.235294,1818.6,6,6.596666667,5,3.437,4,3.425,4,1.017,1.523428571,-3.735333333,0.745625262,-0.812,2.485,0.962173758,Churchfields,F,1,0,9.336111111,"9,4",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,25,50,20,58,108,107,70,9.0861111,5,-0.73851943,346.31177,-0.067423791,1.9632815,0.50903761,0.11221959,-0.18285483,0.88095242,0.25,,,,
130,2,1,,3,3,7.0369,Win32,,No,0,,,1.05135,,1,,,1.05135,,,,,,,,,,,,,,,11,61.11111111,3.848417222,3.141364371,3.848417222,4.319111364,6,6.453703704,6,3.228240741,4,7.502314815,4,2.253240741,-1.008465608,4.983333333,0.999367561,0.797685185,-1.486111111,0.988885761,Churchfields,F,1,0,10.375,"10,4",134,8,24,4,14.81481481,2,Experimental,-5.355612471,1.25,1.5,1,,,21,59,,,,9.0861111,6,-0.93046206,237.01672,0.53162807,0.069344431,,,,,,,,,
131,0,0,6,3,3,5.1335,WindowsLaptop,7,No,0,3,3,12.294,3.501285714,,0,-1.632214286,,,,,,,,,,,,,,,,2,11.11111111,2196.444444,3361.270019,1519.705882,10402.5,6,1.823333333,4,0.7425,4,10,1,3,-1.281714286,1.309333333,0.738974103,0,5,1,Churchfields,F,1,2,10.33055556,"10,3",121,7,11,2,16.66666667,2,Experimental,4.935693726,2.5,3,2,40,72,19,53,125,122,94,10.330556,7,0.59802407,129.20587,0.16552255,-1.1216049,-0.13401939,-0.6566174,-0.40465653,0.84523809,0.75,,,,
